"Transaction Date","Journal Entry Id","Account Number","Account Name","Amount","Posting Type","Currency","Product Type","Product Code","MarketID Finance","Customer Name","Description"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","949.000000","Debit","USD","CALENDARF","10",\N,\N,"202603 Revenue"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","250.000000","Debit","USD","CALENDARS","10",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","3154.000000","Debit","USD","CALENDARS","10",\N,\N,"202603 Revenue"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","43171.540000","Debit","USD","ENTERPRISE","3",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","128473.940000","Debit","USD","ENTERPRISE","3",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","3110.320000","Debit","USD","ENTERPRISE","3",\N,\N,"202603 Tax"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","1250.000000","Debit","USD","ENTERPRISE","33",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","90.630000","Debit","USD","ENTERPRISE","33",\N,\N,"202603 Tax"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","8043.750000","Debit","USD","ENTERPRISE","34",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","8750.000000","Debit","USD","ENTERPRISE","34",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","634.380000","Debit","USD","ENTERPRISE","34",\N,\N,"202603 Tax"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","569.100000","Debit","USD","POTMF","13",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","17475.000000","Debit","USD","POTMF","13",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","900.000000","Debit","USD","POTMS","113",\N,\N,"202603 Revenue"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","4725.900000","Debit","USD","POTMS","13",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","43510.000000","Debit","USD","POTMS","13",\N,\N,"202603 Revenue"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","95.000000","Debit","USD","REPRINT","306",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","495.000000","Debit","USD","REPRINT","306",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","33.600000","Debit","USD","REPRINT","306",\N,\N,"202603 Tax"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","1126.130000","Debit","USD","SEATS","403",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","2520.000000","Debit","USD","SEATS","403",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","116.010000","Debit","USD","SEATS","403",\N,\N,"202603 Tax"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","990.000000","Debit","USD","SHARELINK","306",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","81.190000","Debit","USD","SHARELINK","306",\N,\N,"202603 Tax"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","6068.300000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","26560.720000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","1451.060000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202603 Tax"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","4282.200000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","29630.410000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","1822.230000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202603 Tax"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","197.050000","Debit","USD","SUBSCRIPTION","28",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","356.000000","Debit","USD","SUBSCRIPTION","28",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","18.320000","Debit","USD","SUBSCRIPTION","28",\N,\N,"202603 Tax"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","99.000000","Debit","USD","SUBSCRIPTION","29",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","7.260000","Debit","USD","SUBSCRIPTION","29",\N,\N,"202603 Tax"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","1304.730000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","5375.060000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","245.970000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202603 Tax"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","4893.320000","Debit","USD","SUBSCRIPTION","5",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","11949.840000","Debit","USD","SUBSCRIPTION","5",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","804.780000","Debit","USD","SUBSCRIPTION","5",\N,\N,"202603 Tax"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","1167.850000","Debit","USD","SUBSCRIPTION","6",\N,\N,"202603 A/R"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","3393.990000","Debit","USD","SUBSCRIPTION","6",\N,\N,"202603 Revenue"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","236.330000","Debit","USD","SUBSCRIPTION","6",\N,\N,"202603 Tax"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","213294.180000","Credit","USD",\N,\N,\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","250.000000","Credit","USD","BSLS","14",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","250.000000","Credit","USD","CALENDARS","10",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","43171.540000","Credit","USD","ENTERPRISE","3",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","8043.750000","Credit","USD","ENTERPRISE","34",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","569.100000","Credit","USD","POTMF","13",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","4725.900000","Credit","USD","POTMS","13",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","95.000000","Credit","USD","REPRINT","306",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","1126.130000","Credit","USD","SEATS","403",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","6068.300000","Credit","USD","SUBSCRIPTION","1",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","4282.200000","Credit","USD","SUBSCRIPTION","2",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","197.050000","Credit","USD","SUBSCRIPTION","28",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","1304.730000","Credit","USD","SUBSCRIPTION","4",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","4893.320000","Credit","USD","SUBSCRIPTION","5",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","1167.850000","Credit","USD","SUBSCRIPTION","6",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","2356.150000","Debit","USD",\N,\N,\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","323.070000","Debit","USD","BOLDOWNLOAD","50",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","109.360000","Debit","USD","BOLPRINT","100",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","19411.000000","Debit","USD","BSLF","14",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","4875.000000","Debit","USD","BSLS","14",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","949.000000","Debit","USD","CALENDARF","10",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","3154.000000","Debit","USD","CALENDARS","10",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","131584.260000","Debit","USD","ENTERPRISE","3",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","1340.630000","Debit","USD","ENTERPRISE","33",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","9384.380000","Debit","USD","ENTERPRISE","34",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","17475.000000","Debit","USD","POTMF","13",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","900.000000","Debit","USD","POTMS","113",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","43510.000000","Debit","USD","POTMS","13",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","528.600000","Debit","USD","REPRINT","306",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","2636.010000","Debit","USD","SEATS","403",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","1071.190000","Debit","USD","SHARELINK","306",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","28011.780000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","31452.640000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","374.320000","Debit","USD","SUBSCRIPTION","28",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","106.260000","Debit","USD","SUBSCRIPTION","29",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","5621.030000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","12754.620000","Debit","USD","SUBSCRIPTION","5",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","3630.320000","Debit","USD","SUBSCRIPTION","6",\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","20000","Cash","2113.450000","Credit","USD",\N,\N,\N,\N,"202603 A/R"
"2026-03-31","CB A/R USD 202603 2026-04-24T02:49:03.689Z 1","20000","Cash","213185.550000","Debit","USD",\N,\N,\N,\N,"202603 A/R"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","17.700000","Credit","USD",\N,\N,\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","24.070000","Credit","USD","BOLDOWNLOAD","50",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","9.360000","Credit","USD","BOLPRINT","100",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","3110.320000","Credit","USD","ENTERPRISE","3",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","90.630000","Credit","USD","ENTERPRISE","33",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","634.380000","Credit","USD","ENTERPRISE","34",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","33.600000","Credit","USD","REPRINT","306",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","116.010000","Credit","USD","SEATS","403",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","81.190000","Credit","USD","SHARELINK","306",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","1451.060000","Credit","USD","SUBSCRIPTION","1",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","1822.230000","Credit","USD","SUBSCRIPTION","2",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","18.320000","Credit","USD","SUBSCRIPTION","28",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","7.260000","Credit","USD","SUBSCRIPTION","29",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","245.970000","Credit","USD","SUBSCRIPTION","4",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","804.780000","Credit","USD","SUBSCRIPTION","5",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","236.330000","Credit","USD","SUBSCRIPTION","6",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","8.630000","Debit","USD",\N,\N,\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","1087.540000","Debit","USD","ENTERPRISE","3",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","543.750000","Debit","USD","ENTERPRISE","34",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","76.130000","Debit","USD","SEATS","403",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","216.450000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","193.850000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","13.050000","Debit","USD","SUBSCRIPTION","28",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","125.240000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","1043.840000","Debit","USD","SUBSCRIPTION","5",\N,\N,"202603 Tax"
"2026-03-31","CB Tax USD 202603 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","69.860000","Debit","USD","SUBSCRIPTION","6",\N,\N,"202603 Tax"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","225.000000","Credit","USD",\N,\N,\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","299.000000","Credit","USD","BOLDOWNLOAD","50",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","100.000000","Credit","USD","BOLPRINT","100",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","19411.000000","Credit","USD","BSLF","14",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","4875.000000","Credit","USD","BSLS","14",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","949.000000","Credit","USD","CALENDARF","10",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","3154.000000","Credit","USD","CALENDARS","10",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","128473.940000","Credit","USD","ENTERPRISE","3",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","1250.000000","Credit","USD","ENTERPRISE","33",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","8750.000000","Credit","USD","ENTERPRISE","34",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","17475.000000","Credit","USD","POTMF","13",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","900.000000","Credit","USD","POTMS","113",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","43510.000000","Credit","USD","POTMS","13",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","495.000000","Credit","USD","REPRINT","306",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","2520.000000","Credit","USD","SEATS","403",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","990.000000","Credit","USD","SHARELINK","306",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","26560.720000","Credit","USD","SUBSCRIPTION","1",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","29630.410000","Credit","USD","SUBSCRIPTION","2",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","356.000000","Credit","USD","SUBSCRIPTION","28",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","99.000000","Credit","USD","SUBSCRIPTION","29",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","5375.060000","Credit","USD","SUBSCRIPTION","4",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","11949.840000","Credit","USD","SUBSCRIPTION","5",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","3393.990000","Credit","USD","SUBSCRIPTION","6",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","100.000000","Debit","USD",\N,\N,\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","250.000000","Debit","USD","BSLS","14",\N,\N,"202603 Revenue"
