"Transaction Date","Journal Entry Id","Account Number","Account Name","Amount","Posting Type","Currency","Product Type","Product Code","MarketID Finance","Customer Name","Description"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","250.000000","Debit","USD","CALENDARS","10",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","42084.000000","Debit","USD","ENTERPRISE","3",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","7500.000000","Debit","USD","ENTERPRISE","34",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","569.100000","Debit","USD","POTMF","13",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","4725.900000","Debit","USD","POTMS","13",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","95.000000","Debit","USD","REPRINT","306",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","1050.000000","Debit","USD","SEATS","403",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","5851.850000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","4088.350000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","184.000000","Debit","USD","SUBSCRIPTION","28",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","1179.490000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","3849.480000","Debit","USD","SUBSCRIPTION","5",\N,\N,"202603 Revenue"
"2026-03-31","CB Revenue USD 202603 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","1097.990000","Debit","USD","SUBSCRIPTION","6",\N,\N,"202603 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","100.000000","Credit","USD","BOLPRINT","100",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","7993.000000","Credit","USD","BSLF","14",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","6878.000000","Credit","USD","BSLF","14",\N,\N,"202604 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","8205.000000","Credit","USD","BSLS","14",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","265.000000","Credit","USD","CALENDARS","10",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","265.000000","Credit","USD","CALENDARS","10",\N,\N,"202604 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","21193.150000","Credit","USD","ENTERPRISE","3",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","7750.000000","Credit","USD","ENTERPRISE","3",\N,\N,"202604 Revenue"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","181.260000","Credit","USD","ENTERPRISE","3",\N,\N,"202604 Tax"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","750.000000","Credit","USD","NOMINATION","18",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","12600.000000","Credit","USD","POTMF","13",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","4162.500000","Credit","USD","POTMF","13",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","400.000000","Credit","USD","POTMS","113",\N,\N,"202604 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","7360.000000","Credit","USD","POTMS","13",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","3350.000000","Credit","USD","POTMS","13",\N,\N,"202604 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","8059.130000","Credit","USD","SUBSCRIPTION","1",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","5215.520000","Credit","USD","SUBSCRIPTION","1",\N,\N,"202604 Revenue"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","164.810000","Credit","USD","SUBSCRIPTION","1",\N,\N,"202604 Tax"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","9561.650000","Credit","USD","SUBSCRIPTION","2",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","2175.000000","Credit","USD","SUBSCRIPTION","2",\N,\N,"202604 Revenue"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","138.770000","Credit","USD","SUBSCRIPTION","2",\N,\N,"202604 Tax"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","36.420000","Credit","USD","SUBSCRIPTION","28",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","45.000000","Credit","USD","SUBSCRIPTION","29",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","5216.280000","Credit","USD","SUBSCRIPTION","4",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","1700.000000","Credit","USD","SUBSCRIPTION","4",\N,\N,"202604 Revenue"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","58.160000","Credit","USD","SUBSCRIPTION","4",\N,\N,"202604 Tax"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","536.250000","Credit","USD","SUBSCRIPTION","5",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","699.000000","Credit","USD","SUBSCRIPTION","6",\N,\N,"202604 Revenue"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","50.680000","Credit","USD","SUBSCRIPTION","6",\N,\N,"202604 Tax"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","100.000000","Debit","USD","BOLPRINT","100",\N,\N,"202604 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","6878.000000","Debit","USD","BSLF","14",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","7993.000000","Debit","USD","BSLF","14",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","8205.000000","Debit","USD","BSLS","14",\N,\N,"202604 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","265.000000","Debit","USD","CALENDARS","10",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","265.000000","Debit","USD","CALENDARS","10",\N,\N,"202604 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","7931.260000","Debit","USD","ENTERPRISE","3",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","20500.000000","Debit","USD","ENTERPRISE","3",\N,\N,"202604 Revenue"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","693.150000","Debit","USD","ENTERPRISE","3",\N,\N,"202604 Tax"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","750.000000","Debit","USD","NOMINATION","18",\N,\N,"202604 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","4162.500000","Debit","USD","POTMF","13",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","12600.000000","Debit","USD","POTMF","13",\N,\N,"202604 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","400.000000","Debit","USD","POTMS","113",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","3350.000000","Debit","USD","POTMS","13",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","7360.000000","Debit","USD","POTMS","13",\N,\N,"202604 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","5380.330000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","7827.340000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202604 Revenue"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","231.790000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202604 Tax"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","2313.770000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","9294.960000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202604 Revenue"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","266.690000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202604 Tax"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","36.000000","Debit","USD","SUBSCRIPTION","28",\N,\N,"202604 Revenue"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","0.420000","Debit","USD","SUBSCRIPTION","28",\N,\N,"202604 Tax"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","45.000000","Debit","USD","SUBSCRIPTION","29",\N,\N,"202604 Revenue"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","1758.160000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202604 A/R"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","5013.740000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202604 Revenue"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","202.540000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202604 Tax"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","500.000000","Debit","USD","SUBSCRIPTION","5",\N,\N,"202604 Revenue"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","36.250000","Debit","USD","SUBSCRIPTION","5",\N,\N,"202604 Tax"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1110","AR Clearing Account","749.680000","Debit","USD","SUBSCRIPTION","6",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","63152.970000","Credit","USD",\N,\N,\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","6878.000000","Credit","USD","BSLF","14",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","265.000000","Credit","USD","CALENDARS","10",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","7931.260000","Credit","USD","ENTERPRISE","3",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","4162.500000","Credit","USD","POTMF","13",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","400.000000","Credit","USD","POTMS","113",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","3350.000000","Credit","USD","POTMS","13",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","5380.330000","Credit","USD","SUBSCRIPTION","1",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","2313.770000","Credit","USD","SUBSCRIPTION","2",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","1758.160000","Credit","USD","SUBSCRIPTION","4",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","749.680000","Credit","USD","SUBSCRIPTION","6",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","4140.860000","Debit","USD",\N,\N,\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","100.000000","Debit","USD","BOLPRINT","100",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","7993.000000","Debit","USD","BSLF","14",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","8205.000000","Debit","USD","BSLS","14",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","265.000000","Debit","USD","CALENDARS","10",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","21193.150000","Debit","USD","ENTERPRISE","3",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","750.000000","Debit","USD","NOMINATION","18",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","12600.000000","Debit","USD","POTMF","13",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","7360.000000","Debit","USD","POTMS","13",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","8059.130000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","9561.650000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","36.420000","Debit","USD","SUBSCRIPTION","28",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","45.000000","Debit","USD","SUBSCRIPTION","29",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","5216.280000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","1170","Circulation Accounts Receivable","536.250000","Debit","USD","SUBSCRIPTION","5",\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","20000","Cash","4140.860000","Credit","USD",\N,\N,\N,\N,"202604 A/R"
"2026-04-30","CB A/R USD 202604 2026-04-24T02:49:03.689Z 1","20000","Cash","63152.970000","Debit","USD",\N,\N,\N,\N,"202604 A/R"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","693.150000","Credit","USD","ENTERPRISE","3",\N,\N,"202604 Tax"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","231.790000","Credit","USD","SUBSCRIPTION","1",\N,\N,"202604 Tax"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","266.690000","Credit","USD","SUBSCRIPTION","2",\N,\N,"202604 Tax"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","0.420000","Credit","USD","SUBSCRIPTION","28",\N,\N,"202604 Tax"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","202.540000","Credit","USD","SUBSCRIPTION","4",\N,\N,"202604 Tax"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","36.250000","Credit","USD","SUBSCRIPTION","5",\N,\N,"202604 Tax"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","181.260000","Debit","USD","ENTERPRISE","3",\N,\N,"202604 Tax"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","164.810000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202604 Tax"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","138.770000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202604 Tax"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","58.160000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202604 Tax"
"2026-04-30","CB Tax USD 202604 2026-04-24T02:49:03.689Z 1","2500","Sales Tax","50.680000","Debit","USD","SUBSCRIPTION","6",\N,\N,"202604 Tax"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","100.000000","Credit","USD","BOLPRINT","100",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","7993.000000","Credit","USD","BSLF","14",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","8205.000000","Credit","USD","BSLS","14",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","265.000000","Credit","USD","CALENDARS","10",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","20500.000000","Credit","USD","ENTERPRISE","3",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","750.000000","Credit","USD","NOMINATION","18",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","12600.000000","Credit","USD","POTMF","13",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","7360.000000","Credit","USD","POTMS","13",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","7827.340000","Credit","USD","SUBSCRIPTION","1",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","9294.960000","Credit","USD","SUBSCRIPTION","2",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","36.000000","Credit","USD","SUBSCRIPTION","28",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","45.000000","Credit","USD","SUBSCRIPTION","29",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","5013.740000","Credit","USD","SUBSCRIPTION","4",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","500.000000","Credit","USD","SUBSCRIPTION","5",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","6878.000000","Debit","USD","BSLF","14",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","265.000000","Debit","USD","CALENDARS","10",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","7750.000000","Debit","USD","ENTERPRISE","3",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","4162.500000","Debit","USD","POTMF","13",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","400.000000","Debit","USD","POTMS","113",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","3350.000000","Debit","USD","POTMS","13",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","5215.520000","Debit","USD","SUBSCRIPTION","1",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","2175.000000","Debit","USD","SUBSCRIPTION","2",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","1700.000000","Debit","USD","SUBSCRIPTION","4",\N,\N,"202604 Revenue"
"2026-04-30","CB Revenue USD 202604 2026-04-24T02:49:03.689Z 1","2600","Deferred Subscription - Current","699.000000","Debit","USD","SUBSCRIPTION","6",\N,\N,"202604 Revenue"
